Category,Location,Title,Compensation,Type,Url,Description
software / qa / dba,sfbay,"Autonomous Vehicle Operations Supervisor | $80,000 - $84,000 per year","$80,000 - $84,000 per year", full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-autonomous-vehicle/7303161440.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   HireArt is helping Transdev, a leader in global transportation solutions, hire an Autonomous Vehicle Operations Supervisor. In this role, you’ll work closely with both operations leadership and autonomous vehicle teams to execute strategic initiatives.You’ll ensure drivers have the tools, information, and mentorship to succeed. You’ll define operational priorities, troubleshoot issues, and contribute data-driven insights to improve overall program performance.The ideal candidate is experienced in operations and in leading teams, and is passionate about autonomous vehicle technology.This is a full-time (40 hours per week), permanent role with the following available shifts:AM: 5:30 AM - 2:30 PMPM: 2:30 PM - 9:30 PMMoonlight: 9:30 PM - 6:30 AMAs Autonomous Vehicle Operations Supervisor, you will: Support operations leadership team in mission assignment, leading meetings, and communicating with internal and external stakeholders.Participate in lean/kaizen, black belt, and other operational excellence initiatives.Perform all vehicle driver safety evaluation ride checks, observation of drivers while on route/test track, and prescribe the necessary retraining.Respond to service problems including rerouting, accidents, and incidents with the goal of restoration of interrupted service, and support drivers in preparing accident reports such as post-accident drug and alcohol testing according to policy.Maintain telephone contact with transit vehicle drivers in conjunction with client’s dispatch. Debrief and manage drivers, and coordinate vehicle exchanges during each shift.Ensure compliance to global process standards throughout the site and work on continuous improvement initiatives.Inform other management personnel regarding operational or personnel problems as appropriate and offer ideas towards resolution.Investigate and respond to unsafe location/situation reports.Interpret metrics, find opportunities, and implement actions to drive results.Maintain routine records and perform a variety of clerical work activities related to the property operation.Maintain a high degree of confidentiality of all information.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   Requirements Bachelor’s degree in engineering, operations, or a related field, or equivalent work experience2+ years of operations experience in a supervisory roleA proven record of effective project and people managementStrong analytical and decision-making abilitiesExcellent written and verbal communicationHighly organized with acute attention to detailComfortable with computers and various software/appsAbility to travel as neededAbility to work outdoors in various weather conditions as neededPassion for technology and autonomous vehiclesMust be 21+ years of age Working Conditions: Due to the nature of the position and daily inspections of the vehicle, this job often requires physical work including, but not limited to,  bending, stooping, and various operational tasks that may require lifting up to 25 lbs. The ability to work outdoors in various weather conditions is required. Commitment: This is a full-time (40 hours per week), permanent position through HireArt and based in San Francisco, CA. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   About Transdev We are the largest private provider of multiple modes of transport in North America.Cities, counties, airports, companies, and universities contract with us to operate their transportation systems. Our goal is to help our clients provide transit systems that are appealing, convenient, integrated networks that people actively choose to ride. In cities all across the country, we’re helping our clients move toward making public transit equivalent to the city’s lifeblood, circulating and connecting riders to the people and places they care about.We are part of a global company, Transdev, operating in 17 countries on five continents.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   "
software / qa / dba,sfbay,Data Engineer | The World's Fastest Growing Rideshare Company,Competitive, full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-engineer-the-worlds/7302665989.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/fd18263d/apply   HireArt is helping the world’s fastest-growing rideshare company find a Data Engineer to build a scalable data platform. The ideal candidate will have 5+ years’ relevant experience, including with Spark, Hadoop Ecosystem or similar, and with a scripting language. As Data Engineer, you will: Own core company data pipeline, being responsible for scaling up data processing flow to meet rapid data growth. Evolve data model and data schema based on business and engineering needs.Implement systems tracking data quality and consistency.Develop tools supporting self-service data pipeline management (ETL).SQL and MapReduce job tuning to improve data processing performance.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/fd18263d/apply   Requirements 5+ years of relevant professional experience1+ years of experience with workflow management tools (Airflow, Oozie, Azkaban, UC4)Strong experience with Spark and Hadoop Ecosystem (or similar)Strong skills in a scripting language (e.g. Python, Ruby, Bash)Good understanding of SQL Engine, with the ability to conduct advanced performance tuningProficient in at least one SQL language (e.g. MySQL, PostgreSQL, SqlServer, Oracle)Comfortable working directly with data analytics to bridge business goals with data engineeringCommitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based in San Francisco, CA. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/fd18263d/apply   "
software / qa / dba,sfbay,Programmer Wanted,DOE, full-time,https://sfbay.craigslist.org/sfc/sof/d/arroyo-grande-programmer-wanted/7302625773.html,"     Cloacina LLC manufactures Packaged Wastewater Treatment Systems for municipal and beverage industries. We are currently filling the position of Programmer. The Programmer position has the primary responsibility for the development and implementation of Cloacina's DAQFactory control software applications for the control of it's various plant models.  Overall scope of these applications includes the development of control logic, data collection, operator interfaces, databases and network architecture.  Key responsibilities and duties include: · Create required programs and interfaces and configure controllers and computers as required per plans and specifications · Participate in project kick-off meetings for projects to ensure a complete understanding of each project · Monitor/review project budgets and schedule for any required changes or corrective actions · Perform factory testing to ensure software functionality · Participate and assist with field start-up and commissioning of equipment Experience in the areas of: · PLC Programming (Allen-Bradley, GE) · HMI and SCADA packages (DAQFactory, Wonderware, RS View, RSLogix) · Database Configuration and reports · Network Configuration (Ethernet, DH+, DH485, Controlnet, Devicenet, Modbus) The ideal candidate should possess: · Attention to detail · Deadline driven to meet or beat required dates · Strong problem solving and communication skills ·Previous experience in water and/or wastewater SCADA applications -Electronics/electrical degree a plus  This position will be located in our Arroyo Grande CA office.  Cloacina LLC offers it's employees competitive wages, full benefits package including Safe Harbor 401K, opportunities for career advancement, extensive training program,  Learn more about our company on-line at www.cloacina.com. Type: Full-time Experience: • PLC Programming, HMI and SCADA packages, Network, Alarm and Database Configuration: 1 year Education: • Associate degree or graduation from accredited trade school in automation "
software / qa / dba,sfbay,Software Engineer,To Be Discussed, full-time,https://sfbay.craigslist.org/sfc/sof/d/daly-city-software-engineer/7302580564.html,"      Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you. This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.  Responsibilities Include:  The development and maintenance of client-side and server-side applications. Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work. Designing tests that will be implemented to keep software functional. Stay on top of expanding technologies and engineering trends.    Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks. To Learn More and Apply: Click Here "
software / qa / dba,sfbay,ASIC Power Engineer | $50 - $57 per hour,$50 - $57 per hour, full-time,https://sfbay.craigslist.org/pen/sof/d/menlo-park-asic-power-engineer-per-hour/7302339635.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/f3dfded5/apply   HireArt is helping The World's Largest Social Network find an ASIC Power Engineer to perform power analysis and optimizations in ASIC for AR/VR products. The ideal candidate will have 5+ years of experience as an ASIC power engineer, or physical design engineer.This is a full-time (40 hours per week), 1-year contract position through HireArt. This position will be fully remote until offices reopen.As ASIC Power Engineer, you will:  Perform RTL and netlist level power analysis.Perform post-processing and scripting on report log files for format conversion, data analysis, and information extraction.Set up, run, debug, and analyze reports of ASIC flows (synthesis, PD, power, timing).Implement blocks at RTL and UPF.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/f3dfded5/apply   Requirements Bachelors degree in electrical engineering, computer science, or equivalent experience5+ years of experience as an ASIC power engineer, or physical design engineerExperience with synthesis, some physical design, and power estimation toolsKnowledge of power trade-offs in design and back end implementationHands-on experience in scripting and data analysisPreferred Qualifications:Synopsys (DC, ICC, PTPX/PrimePower, VCS, Verdi) and/or Cadence (Joules)Python, Perl (or similar) scripting and data-post-processing toolsExcel (or Matlab) for model fitting, data visualization, and analysisExperience in low power design, tools, and methodologies including power intent UPF specificationsSilicon Power CharacterizationSome power profiling experience at IP/SoC levelCommitment: This is a full-time (40 hours per week), 1-year contract position through HireArt. This position will be fully remote until offices reopen.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/f3dfded5/apply   "
software / qa / dba,sfbay,Mid-senior backend engineer to join startup for the COVID Unemployed,110-150K/year DOE.  This is a contract-to-hire position.  We are a pre-funded opportunity., contract,https://sfbay.craigslist.org/sby/sof/d/san-jose-mid-senior-backend-engineer-to/7302314497.html,"     We are seeking senior backend or full stack engineer for our next big project. Our current site is built with LAMP (Laravel) and we need to build a new site in node.js/AWS Aurora exposing microservices to a React app. We will be using AWS Cognito for authentication (we are currently using Auth0).  We will have our current or next site generate sales and to help the 40MM+ COVID Unemployed. The new bigger and better site will also utilize AWS Lambda (serverless architecture for some background processes). Everything is hosted on AWS. What you will be helping to build all have a massive impact on the world as you'll part of a team helping Citizens, Students, Veterans and Parolees.This is a remote position only during COVID, once COVID is resolved, it will be an in-house role in our offices somewhere on Santana Row. It will be contract to start for the first 3 months, we want to make sure you are a good fit as we want to build a great culture. We we are currently pre-funded.   Benefits inc - (Medical, Dental, etc)  Education budget  Flex time  Flex day  6hr workday (after contract)  Every third Friday off  Paid Bail if arrested for peaceful protesting (Human rights, Gay Rights, Racial rights, Environment rights)  Profit share program    "
software / qa / dba,sfbay,✭✭✭Become a Web Developer. No Experience Needed (Remote),"$60,000-$120,000 depending on the company", full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-become-web-developer-no/7302247330.html,"     Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.  Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles.   👉How to apply:  fill out this 1 minute form  What is Career Karma? Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in San Francisco.  We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix.   📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.   Who is this for: - Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales) - Have a high level of motivation, energy, and attitude   Other highlights: - No previous experience in technology - No degree necessary - No upfront deposit or fees to Join Career Karma. Completely FREE - No one is too young or too old - Diverse backgrounds is a plus  👉How to apply:  fill out this 1 minute form    "
software / qa / dba,sfbay,Product Data Coordinator - Building Materials (Part- or Full-Time),Hourly pay based on experience., part-time,https://sfbay.craigslist.org/eby/sof/d/oakland-product-data-coordinator/7302146720.html,"     BuildSite designs and develops software for construction professionals. Our mission: to help talented people be more productive, so they can focus on the parts of their job they love to do.   We are looking for a Data Coordinator to help us maintain our construction product database and to ensure consistent quality across the approximately 60,000 documents we house on our servers. The position requires a minimum of 24 hours per week, and can be full-time. It is an ideal position for someone looking for flexibility. Working remotely is an option.  The work is not rote data entry--critical thinking, editorial, and qualitative reasoning skills are required.     Roles and Responsibilities: - Use browser-based tools to review, update, and classify construction documents in a 60,000+ record database.  - Assist with the planning and execution of a number of expansive data overhauls - Run reports and compile data for customer analytics and reporting - Assist with customer support, marketing campaigns, and the maintenance of sales and marketing databases.   Candidate Profile: - Experience with product (or sales and marketing) databases   - Proven ability to creatively and proactively solve problems - Facility with MS Office including intermediate Excel  - Well-organized; self-starter; able to work collaboratively in a small company - Communication skills, both oral and written. Technical writers and editors are encouraged to apply. - Knowledge of building materials and construction a plus  We have an attractive office in Jack London Square, with proximity to good food and good coffee. Commuting by kayak is not out of the question. If you’re interested and qualified, please join us and find out more.   To apply, please send a resume and a cover letter to hr@buildsite.com. Please put “Data Coordinator” in the subject line. We look forward to hearing from you! "
software / qa / dba,sfbay,Front End Engineer | The World's Fastest-Growing Rideshare Company,Competitive, full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-front-end-engineer-the/7302137632.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/2db17cee/apply   HireArt is helping the world’s fastest-growing rideshare company find a Front End Engineer to help define architecture based on technology and business needs. The ideal candidate will have 9+ years of software engineering industry experience.You will build and own innovative web applications using advanced JavaScript, Typescript, React, CSS, and HTML, with a desire to achieve exceptional design fidelity, usability, accessibility, and performance across both desktop and mobile browsers.As Front End Engineer, you will: Help define architecture based on technology and business needs.Write well-crafted, well-tested, readable, maintainable code.Participate in code reviews to ensure code quality and distribute knowledge.Participate in feature design working with product and UX experts.Unblock, support, and effectively communicate across teams to achieve results.Ability to operate independently including designing, implementing, and testing.Act on feedback to learn and grow.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/2db17cee/apply   Requirements 9+ years of software engineering industry experience5+ years of front-end or full-stack experience, in JavaScript, Node, and ReactFamiliar with SQLExcellent listener and communicatorPassionate for creating tools that establish tight feedback loopsCommitment: This is a full-time (40 hours per week), 6-month contract position staffed via HireArt and based in San Francisco, CA.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/2db17cee/apply   "
software / qa / dba,sfbay,"Autonomous Vehicle Operations Supervisor | $80,000 - $84,000 per year","$80,000 - $84,000 per year", full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-autonomous-vehicle/7302137548.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   HireArt is helping Transdev, a leader in global transportation solutions, hire an Autonomous Vehicle Operations Supervisor. In this role, you’ll work closely with both operations leadership and autonomous vehicle teams to execute strategic initiatives.You’ll ensure drivers have the tools, information, and mentorship to succeed. You’ll define operational priorities, troubleshoot issues, and contribute data-driven insights to improve overall program performance.The ideal candidate is experienced in operations and in leading teams, and is passionate about autonomous vehicle technology.This is a full-time (40 hours per week), permanent role with the following available shifts:AM: 5:30 AM - 2:30 PMPM: 2:30 PM - 9:30 PMMoonlight: 9:30 PM - 6:30 AMAs Autonomous Vehicle Operations Supervisor, you will: Support operations leadership team in mission assignment, leading meetings, and communicating with internal and external stakeholders.Participate in lean/kaizen, black belt, and other operational excellence initiatives.Perform all vehicle driver safety evaluation ride checks, observation of drivers while on route/test track, and prescribe the necessary retraining.Respond to service problems including rerouting, accidents, and incidents with the goal of restoration of interrupted service, and support drivers in preparing accident reports such as post-accident drug and alcohol testing according to policy.Maintain telephone contact with transit vehicle drivers in conjunction with client’s dispatch. Debrief and manage drivers, and coordinate vehicle exchanges during each shift.Ensure compliance to global process standards throughout the site and work on continuous improvement initiatives.Inform other management personnel regarding operational or personnel problems as appropriate and offer ideas towards resolution.Investigate and respond to unsafe location/situation reports.Interpret metrics, find opportunities, and implement actions to drive results.Maintain routine records and perform a variety of clerical work activities related to the property operation.Maintain a high degree of confidentiality of all information.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   Requirements Bachelor’s degree in engineering, operations, or a related field, or equivalent work experience2+ years of operations experience in a supervisory roleA proven record of effective project and people managementStrong analytical and decision-making abilitiesExcellent written and verbal communicationHighly organized with acute attention to detailComfortable with computers and various software/appsAbility to travel as neededAbility to work outdoors in various weather conditions as neededPassion for technology and autonomous vehiclesMust be 21+ years of age Working Conditions: Due to the nature of the position and daily inspections of the vehicle, this job often requires physical work including, but not limited to,  bending, stooping, and various operational tasks that may require lifting up to 25 lbs. The ability to work outdoors in various weather conditions is required. Commitment: This is a full-time (40 hours per week), permanent position through HireArt and based in San Francisco, CA. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   About Transdev We are the largest private provider of multiple modes of transport in North America.Cities, counties, airports, companies, and universities contract with us to operate their transportation systems. Our goal is to help our clients provide transit systems that are appealing, convenient, integrated networks that people actively choose to ride. In cities all across the country, we’re helping our clients move toward making public transit equivalent to the city’s lifeblood, circulating and connecting riders to the people and places they care about.We are part of a global company, Transdev, operating in 17 countries on five continents.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/1cf029bf/apply   "
software / qa / dba,sfbay,✭✭✭Become a Web Developer. No Experience Needed (Remote),"$60,000-$120,000 depending on the company", full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-become-web-developer-no/7301703623.html,"     Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.  Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles.   👉How to apply:  fill out this 1 minute form  What is Career Karma? Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in San Francisco.  We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix.   📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.   Who is this for: - Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales) - Have a high level of motivation, energy, and attitude   Other highlights: - No previous experience in technology - No degree necessary - No upfront deposit or fees to Join Career Karma. Completely FREE - No one is too young or too old - Diverse backgrounds is a plus  👉How to apply:  fill out this 1 minute form    "
software / qa / dba,sfbay,Implementation Specialist and Customer Support,Compensation: Commensurate with experience., full-time,https://sfbay.craigslist.org/nby/sof/d/ross-implementation-specialist-and/7301327536.html,"     We offer a powerful web-based ERP system which is used by many leading companies in the United States and Europe over the last 15 plus years. Our software manages all aspects of a business, including CRM, contracts, requests, employees, assets, properties, projects, reservations, maintenance and financials. The system has many unique features including a graphical workflow engine, a powerful scripting language and a sophisticated reporting tool.    We are looking for a new team member for Implementation and Customer Support. In this position you will be working in implementing and configuring our software for our clients and helping in the management of their implementation projects. The ideal candidate has a technical background and can also understand the underlying business processes in our target markets.   Job description: - Implementation/customization of the system for new and existing clients. - Analyzing client requests, creating requirements specifications. - Development of use cases and test scenarios. - Working with the system's workflow engine and creating new business workflows for clients. - Modifying screens, adding and removing database fields. - Developing new scripts to implement business functions. - Creating reports from the database, modifying existing reports. - Writing and updating documentation as necessary. - Training and supporting clients. - Developing project schedules. - Communicating with the clients.  Requirements:  - Software implementation background and experience. - Experience with database management or database-oriented systems is a plus. - A degree in computer sciences is a plus. - Background in Real Estate functions is a plus. - Experience with testing and documenting enterprise software is a plus.  Our offer:  - Working with highly skilled and motivated people. - Powerful and innovative technology. - Financially stable company with solid history and a great international customer base. - Opportunity to grow with a rapidly growing company.    "
software / qa / dba,sfbay,✭✭✭Become a Web Developer. No Experience Needed (Remote),"$60,000-$120,000 depending on the company", full-time,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-become-web-developer-no/7300929593.html,"     Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.  Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles.   👉How to apply:  fill out this 1 minute form  What is Career Karma? Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in San Francisco.  We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix.   📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.   Who is this for: - Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales) - Have a high level of motivation, energy, and attitude   Other highlights: - No previous experience in technology - No degree necessary - No upfront deposit or fees to Join Career Karma. Completely FREE - No one is too young or too old - Diverse backgrounds is a plus  👉How to apply:  fill out this 1 minute form    "
software / qa / dba,sfbay,Two Data Engineers,"Commensurate with education and experience, W-2, 1099, or C2C, must be in US without sponsorship", contract,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-two-data-engineers/7300560176.html,"     Sierra Cybernetics is seeking two Data Engineers to work for us supporting our government client’s site in either San Francisco or Sacramento.  Work will be remote until COVID restrictions are lifted; thereafter work will be onsite full-time.  The work will support the Judicial Council of California’s Data Analytics and Data Integration program.    The Data Engineer will work directly with program staff to design, construct, and maintain data systems in a branchwide data warehouse.  This is anticipated to be a three year assignment.  Minimum Job-Specific Skills/Qualifications Required (in order of relative importance):  • 5+ years as a data engineer, analyzing, designing, developing and maintaining optimal data pipelines, assembling large, complex data sets that meet business requirements, building the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and cloud based technologies. • Prior experience implementing large scale multi-organizational data warehousing solutions using ETL tools, Machine learning, and Data APIs • 5+ years of experience with principles and techniques of analyzing and documenting all product life cycle artifacts such as: functional requirements, business cases, project charters, communication plans, test plans, detailed functional specifications • 5+ years of experience in data modeling • 5+ years of experience programming in SQL • 5+ years of experience using an enterprise grade ETL/ELT product (i.e., Talend, Informatica, Oracle Data Integrator, etc.) • 5+ years of experience using tools to perform data prep and data cleansing • Proven track record of written and verbal communication skills, with both technical and non-technical audiences.  • Experienced working with project schedules, identifying deliverables, milestones, and timelines for assigned projects.  • Confidence explaining decisions, analyses, and recommendations to stakeholders of varying levels of seniority and digital content knowledge. • Great inter-personal skills, flexible can-do attitude, and drive for continuous improvement. • Ability to assess and evaluate situations and identify creative problem-solving solutions  Additional Skills/Qualifications Desired:  • Recent experience within government agencies or public-sector bodies with projects of a similar type. • Experience using Snowflake, Talend, R, Power BI "
software / qa / dba,sfbay,Full-Stack Java Developer,"Commensurate with education and experience, W-2, 1099, or C2C, must be in US without sponsorship", contract,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-full-stack-java-developer/7300560086.html,"     Sierra Cybernetics is seeking a strong full-stack Java Developer to work for us supporting our government client’s site in either San Francisco or Sacramento.  The work will support the Judicial Council of California’s Judicial Branch Statistical Information System (JBSIS).  Work will be remote until COVID restrictions are lifted; thereafter work will be onsite full-time.  This is anticipated to be a three year assignment.  Minimum Job-Specific Skills/Qualifications Required (in order of relative importance  • Proven track record designing and developing enterprise and scalable systems, such as multi-tier, distributed and web-based system design and development principles and internet/intranet application delivery mechanisms.  • Proven track record of on-time, on-budget product development with a high degree of user satisfaction and quality.  • Hands on knowledge and experience with multiple languages and technologies: Lucee, Java/J2EE, Java Script, RESTful API, Microservices, SOAP based WebServices, XML, XLST, XSD, XPath, SQL, Angular, HTML, JSON, FTP, and Oracle products including WebLogic, Spring, Java Persistence API, Snowflake.  • Application Security using Azure Active Directory  • Experience with designing, developing and implementing ETL (Extract, Transform, Load) processes using Talend  • Proven track record in designing, developing and tuning for relational database, including experience in SQL coding and stored procedures.  • Experienced designing and developing applications in a cloud-based environment such as AWS and/or Azure.  • Experience in migrating, building, deploying, and managing systems includes monitoring, logging, alerts, and metrics.  • Experience with UNIX based programming tools and utilities, including vi, shell scripts, and crontab  • Experience with Windows based programming tools and utilities, such as Visual Studio  • Proven track record in analyzing and developing solution designs for web and cloud based processes and systems.  • Experienced with the principles and techniques of web program design, development, testing, and documentation.  • Knowledge of object-oriented design and programming architectures and design patterns.  • Experienced with third-party integrations and customizations for seamless multi-system functionality, including identity management for authentication and authorization, message exchanges, and serviceoriented messaging.  • Knowledge of systems security and data encryption.    • Experienced with code management software such as Git and Subversion  • Experienced with the principles of full life cycle systems design and development.  • Experienced working in both tradition and agile project management methodologies  • Experienced with translation of business, information, and technical requirements to provide solutions that meet business needs - documenting functional and technical specifications in the development cycle.  • Experienced with the principles and techniques of systems implementation including conversion, data reconciliation, user training, and documentation.  • Ability to identify and evaluate alternative technical solutions, costs and benefits.  • Experienced with developing system test plans and test script development.  • Experience with preparing data sets and developing reports to support complex analysis using tools like Power BI and Crystal Reports  • Proficiency with MS Office applications including Word, Excel, PowerPoint, SharePoint and Visio.  • Interpersonal and communication skills. • Demonstrable experienced at establishing and maintaining effective working relationships with those contacted in the course of the work.  • Excellent analytical capabilities and the ability to break down complex ideas into manageable pieces.  • Excellent written and verbal communication skills, with both technical and non-technical audiences.    Additional Skills/Qualifications Desired: • Experience migrating or deploying and managing systems in government cloud environments   • Cloud native experience – specifically Azure App Services and Azure functions  • Experience in DevOps (Azure DevOps and/or GitHub Actions)   • Experience with software development management tools such as Jira  • Experienced with container and container management software such as Docker and Kubernetes.  • Experience with open source testing tools  • Experience with database development and data modeling tools (e.g. ERWin, Toad) "
software / qa / dba,sfbay,"Software Engineer, Vocabulary.com",Competitive salary and benefits, full-time,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer/7300448352.html,"     Millions of people a month use Vocabulary.com to look up definitions and improve their vocabulary through adaptive quizzes, Vocabulary Jam contests, and the annual Vocabulary Bowl, a worldwide competition for students in grades 5 through 12.  We are seeking Software Engineers who have a passion for technology and education to help us attain our ambitious plans for Vocabulary.com.  WHAT YOU'LL BE DOING  Work with a team of talented engineers, both starting projects from scratch and also working within the existing code base Build the back-end wiring, application logic, and UI for our products Provide accurate estimates, evaluate feasibility, and assess new platforms and technologies for project implementations Collaborate and communicate clearly across multiple development teams to design and release amazing products  WHAT WE'RE LOOKING FOR  2+ years of experience in software engineering Bachelor's or advanced degree in Computer Science or a related discipline Excellent programming skills in Java or other object-oriented language Strong communication skills Strong analytical-reasoning and problem-solving skills Modern best practices in Javascript, HTML, and CSS Knowledge of MongoDB and Amazon Web Services (AWS) is a plus Passion for improving education through technology  ABOUT IXL  IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 12 million students to achieve new learning milestones every day.  At IXL, we’re passionate about our mission of creating the best educational technology that improves learning for all students. We bring that same passion to creating a workplace that values diversity on the basis that all of us bring a unique perspective and experience that advances IXL’s mission.  We strive to increase diversity in race, ethnicity, gender, age, sexual orientation, and physical or mental ability and to continually promote a work environment where everyone, from any background, can do their best work. Click here to apply "
