JobTitle,Company,Location,Summary,Salary,PostDate,JobUrl
"Principal Software Engineer, Consumer",CarGurus,"Cambridge, MA","Be deeply engaged in the full development lifecycle designing, developing, testing, deploying, maintaining, monitoring and improving software.",,30+ days ago,https://www.indeed.com/rc/clk?jk=533deacc46528efd&fccid=e631af507c24575a&vjs=3
Principal-Software Automation Engineer,AT&T,"Boston, MA",Implement highly complex solutions that application teams can utilize daily to ensure that the delivery and operations of applications are successful.,,22 days ago,https://www.indeed.com/rc/clk?jk=439eda5772067675&fccid=25b5166547bbf543&vjs=3
Senior Software Engineer,Tableau,"Boston, MA","Working across the Tableau code base to integrate our stand-alone cloud software into Tableau products.
Using the full capabilities of TypeScript, Java, and C++…",,9 days ago,https://www.indeed.com/rc/clk?jk=1c9f07cf03a1037c&fccid=f334737e3fd6818e&vjs=3
Full Stack Developer,Visible Body,"Newton, MA","The Full Stack Developer will work with teammates to create and update our eLearning platform.
5 years’ experience in Full Stack – E2E Software Engineering…",,30+ days ago,https://www.indeed.com/company/Visible-Body/jobs/Full-Stack-Developer-2487d49e5704dc88?fccid=0ce8058ad9c52e17&vjs=3
Jr RPA Developer,Kani Solutions,"Boston, MA","Provide guidance with process design.
Design, develop, and test automation workflows.
Support the launch and implementation of RPA solutions.",,25 days ago,https://www.indeed.com/company/Kani-Solutions/jobs/Junior-Rpa-Developer-d5875253d3ebaf5b?fccid=6d19b3e54be9bb3a&vjs=3
Software Engineer II,SilkRoad Technology,"Bedford, MA","Proficient with cloud software development and agile development practices.
Minimum 5 years of experience developing commercial software preferably in a cloud…",,30+ days ago,https://www.indeed.com/rc/clk?jk=ab35036952e34b9d&fccid=eb83b0d48a244c08&vjs=3
SolidWorks: Senior Software Graphics Developer,Dassault Systèmes,"Waltham, MA",Must have demonstrated the ability to design and implement software algorithms as a part of an overall complex software system.,,30+ days ago,https://www.indeed.com/rc/clk?jk=2a597d70deb8a044&fccid=29d37d43c382c8fe&vjs=3
"Java Developer, Senior",Booz Allen Hamilton,"Burlington, MA","Experience with working in a software factory.
Ability to supervise and lead a team of developers.
8+ years of experience with programming and software…",,22 days ago,https://www.indeed.com/rc/clk?jk=edf7601ff4450bdd&fccid=4e041af1d0af1bc8&vjs=3
Software Engineer (open to remote),New Relic,"Boston, MA","4+ years experience creating developer-focused products, such as SDKs, CLIs, APIs, tools, or platforms.
In this engineering role, you will develop a consistent…",,22 days ago,https://www.indeed.com/rc/clk?jk=4cbfe253e925f9e8&fccid=ade8cd847c0482cd&vjs=3
Senior Machine Learning Engineer,Liberty Mutual Insurance,"Boston, MA","Bachelor's Degree in technical discipline preferably computer science or software engineering.
We are seeking an experienced Senior Software Engineer with full…",,22 days ago,https://www.indeed.com/rc/clk?jk=4ba1970a32e7dee1&fccid=f33a9750898d12d4&vjs=3
"Business Intelligence Analyst, Application Development",Link Consulting Services,"Boston, MA","Develops, deploys, and maintains operational dashboards and reports as aligned to customer business objectives and strategic priorities (focus on the Data…",,Active 4 days ago,https://www.indeed.com/company/Link/jobs/Business-Intelligence-Analyst-456dc007d1b7d5a4?fccid=95bddd9b5cf5f28b&vjs=3
Full Stack Developer,Neurala,"Boston, MA","Now, with customers in the drone, robotics, smart device, industrial inspection and AI professional services verticals, Neurala’s technology has been deployed…",,30+ days ago,https://www.indeed.com/rc/clk?jk=a7de7e20163c7a61&fccid=7a9643fec362d4ee&vjs=3
Full Stack Software Engineer,C-4 Analytics,"Wakefield, MA","A developer with a wide variety of API integration and/or process automation experience is a must.
Being able to push back and question the status quo is…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0af59ae517278919&fccid=27f3e16318cd526c&vjs=3
Software Development Engineer in Test,Liaison International,"Watertown, MA","Experience working with software requirements specifications and user documentation.
The SDET will work closely with software architects and technical leads to…",,16 days ago,https://www.indeed.com/rc/clk?jk=5082406951993994&fccid=4f7cefeb56d1c5b0&vjs=3
Software Engineer (EMB) I,"AeroVironment, Inc.","Wilmington, MA","Ensure good configuration control and management of software.
Writes and tests software to support integration of sensors and embedded processors into aircraft …",,30+ days ago,https://www.indeed.com/rc/clk?jk=72bd457a31e0da86&fccid=cac813ab75e1bbd4&vjs=3
GAMMA - Lead AI Software Engineer,Boston Consulting Group,"Boston, MA","Able to apply leading software development practices and standards into robust, maintainable software solutions.
Fluency with scaling data science methods.",,Today,https://www.indeed.com/rc/clk?jk=f43a018408415399&fccid=b95f9eb47968fa13&vjs=3
Guidewire InsuranceNow Developer - Remote,Eagle Creek Software Services,"Boston, MA","Enterprise wide experience - work directly with national and international Fortune 2000 clients.
Advancement opportunities including professional, technical and…",,30+ days ago,https://www.indeed.com/rc/clk?jk=5aa1aad4ea1524d3&fccid=9519b78d91690a4e&vjs=3
iOS Developer,Best School International,"Woburn, MA","Proven working experience in software development.
Design and build advanced applications for the iOS platform.
Working experience in iOS development.",,30+ days ago,https://www.indeed.com/rc/clk?jk=6cc139969a335989&fccid=0de9f92d38f51f88&vjs=3
C++ Software Engineer,MathWorks,"Natick, MA","You will leverage your software architecture skills to design and develop the next generation of block diagram enhancements and tools for use in modeling,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=832a7c07718758ec&fccid=20ccf7980496f3a8&vjs=3
Software Engineer II,Wood Mackenzie,"Boston, MA","Experience with the design and implementation of creative software solutions.
Minimum of 2 years development experience in a commercial software environment.",,1 day ago,https://www.indeed.com/rc/clk?jk=d6a2d2d7a58a85af&fccid=a7c45263be5bd036&vjs=3
"Bioinformatics Software Engineer, Production",Invitae,"Boston, MA","Recognize and address software automation opportunities and scalability bottlenecks.
You will work alongside software engineers, clinical geneticists, and lab…",,30+ days ago,https://www.indeed.com/rc/clk?jk=e36b8c36c5600a81&fccid=03925754e1730576&vjs=3
Software Engineer,Arch Convergence,"Concord, MA","Software Engineering candidates should be proficient in software development with an understanding of real time operating systems, embedded systems, routing…",,30+ days ago,https://www.indeed.com/rc/clk?jk=eca51a234458c27e&fccid=5155599584f397eb&vjs=3
Sr. Angular/Node Developer,Softvision,"Boston, MA","We marry design and engineering language in ways that produce impactful and memorable experience journeys.
Strong development experience with Angular and Node…",,9 days ago,https://www.indeed.com/rc/clk?jk=5709619b8c6d2bc2&fccid=bc6d68ab22143afb&vjs=3
Android Engineer - Personalization (Remote Eligible - Americas),Spotify,"Boston, MA","Collaborate with a small, autonomous team of engineers, designers, and product managers to find end-to-end solutions to important problems.",,30+ days ago,https://www.indeed.com/rc/clk?jk=f79b6401abd758a4&fccid=fe404d18bb9eef1e&vjs=3
Sr Software Engineer (remote),EBSCO Industries Inc,"Ipswich, MA","5+ years of software development experience in C#/.NET.
Work directly with product management and your team while analyzing and decomposing complex software…",,8 days ago,https://www.indeed.com/rc/clk?jk=e9f8488473805867&fccid=7e0289b65af55f6f&vjs=3
Embedded Software Engineer,"Verve, Inc.","Cambridge, MA","Develop testing software and quality control procedures for manufacturing.
You will maintain, evaluate and contribute to software operating our wearable systems…",,30+ days ago,https://www.indeed.com/rc/clk?jk=5d7717a3d1f17c01&fccid=c4607d9669a60265&vjs=3
Senior Software Engineer,Tidelift,"Boston, MA","And of course, there is JavaScript on the frontend.
Hours can be flexible within reason if necessary to meet personal needs (like child, medical, or elder care)…",,30+ days ago,https://www.indeed.com/rc/clk?jk=007588b2b12995ee&fccid=3148812de4665f91&vjs=3
Cloud/Data DevOps Engineer,Intone Networks,"Boston, MA","Years of Experience: 4-7 Requirements: DevOps background, Java, Python, AWS and/or GCP, some exposure to Big Data.",,14 days ago,https://www.indeed.com/rc/clk?jk=19f7e52a491f3122&fccid=3ed0572c448b2368&vjs=3
Senior Frontend Software Engineer - Pet Health,Chewy,"Boston, MA","This is a high-profile position that will have exposure across the entire business, influencing the vision and implementation of architecture, design and…",,Just posted,https://www.indeed.com/rc/clk?jk=418d0806f7d253c0&fccid=b6add0e6a71f1008&vjs=3
Software Engineer (Full Stack),CVS Health,"Burlington, MA","3+ + total years of software development.
JS and/ or Java software development experience.
CVS's mandate is to transform health and wellness via products that…",,3 days ago,https://www.indeed.com/rc/clk?jk=cadf7bc53c8bc2c2&fccid=be3b11aa573faee7&vjs=3
Quant Developer (ETL + MATLAB),Windham Capital Management,"Boston, MA","Manage and lead extract-transform-load (ETL) development.
Manage our centralized relational database.
Manage and develop automation processes for portfolio…",,Active 4 days ago,https://www.indeed.com/company/Windham-Labs/jobs/Quant-Developer-a37752e8c8d3b466?fccid=8d16ac5faaff8020&vjs=3
Software Engineer,VulcanForms,"Burlington, MA","Experience with version control software.
The software you will create will be used in the collection and analysis of process data.",,30+ days ago,https://www.indeed.com/rc/clk?jk=244127c6fcae36d4&fccid=153c6fc0e3c1949e&vjs=3
Senior Java Software Engineers,JD Software Inc.,"Salem, MA","A minimum of five years of experience in the field.
Degree in Computer Science, Mathematics or equivalent.
Solid Java and OO background.",,30+ days ago,https://www.indeed.com/rc/clk?jk=76802bb546184a79&fccid=bce027bcdd54e22f&vjs=3
Full Stack Developer,Haven Life,"Boston, MA","You will be joining a small, experienced technology team as one of the main developers responsible for our advanced online financial services application.",,30+ days ago,https://www.indeed.com/rc/clk?jk=403bfff7529f5a31&fccid=1058973f84077674&vjs=3
Software Engineer,"Tremor Technologies, Inc.","Boston, MA","Monday - traditional frontend software engineering (Javascript+Vue).
Tuesday - traditional backend software engineering (Python+Django+PostgreSQL).",,30+ days ago,https://www.indeed.com/rc/clk?jk=fbb9609e005952ed&fccid=e30d94b8abf991e3&vjs=3
"Member of Technical Staff - Tanzu Desktop team - Opportunity for Working Remotely Boston, MA",Pivotal,"Boston, MA","You will collaborate with teammates to develop, release and maintain software for enterprise customers and community users.
Full Time/ Part Time: Full Time.",,30+ days ago,https://www.indeed.com/rc/clk?jk=2abf8ae673deb4a7&fccid=8e0224999c555006&vjs=3
IoT Site Reliability Engineer,"OptiRTC, Inc.","Boston, MA","Participating in code reviews with developers across our platforms.
Operations, reporting, and expansion of our in-office nightly hardware build and test…",,14 days ago,https://www.indeed.com/rc/clk?jk=0839dfd1a83fb24b&fccid=bb889aae1619bd42&vjs=3
"Senior Software Engineer, Digital Orthopedic Surgery",Johnson & Johnson Family of Companies,"Boston, MA","Proficiency with Windows software application development.
The Senior Software Engineer is part of an Agile team of software and product development…",,30+ days ago,https://www.indeed.com/rc/clk?jk=ff83770b78dd50ae&fccid=0bed8e17bc113980&vjs=3
"Principal Software Engineer, Scheduling",Kyruus,"Boston, MA","You’ll design and write code (lots!) to make progress toward assigned tasks on product roadmap and/or planned customer commitments.
Where You’ll Go From Here.",,30+ days ago,https://www.indeed.com/rc/clk?jk=286116c58723f624&fccid=057b3bd38660f3a2&vjs=3
"Full Stack Developer, Software Engineer",Direct Digital LLC,"Boston, MA","Build and maintain websites/applications related to our marketed products.
Perform system analysis, design, programming, testing, and debugging of backend…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0e96d393d54646fa&fccid=feccd890003aa54b&vjs=3
Senior Software Engineer - Cart & Checkout,Chewy,"Boston, MA","Chewy is looking for a Senior Software Engineer to join our Purchase Team based in Boston, MA and focusing on our Cart & Checkout customer experience.",,9 days ago,https://www.indeed.com/rc/clk?jk=46ac8cfd8877a0ca&fccid=b6add0e6a71f1008&vjs=3
"AMAZON ROBOTICS - Software Development Engineer - North Reading or Westboro, MA.",Amazon.com Services LLC,"North Reading, MA","Identify and develop software solutions to current business problems.
Work directly with customers to test software prototypes and incorporate feedback.",,30+ days ago,https://www.indeed.com/rc/clk?jk=581dd5662c908b3a&fccid=fe2d21eef233e94a&vjs=3
Software Engineer (.Net),Beacon Interactive Systems,"Waltham, MA","Utilize full-stack development skills to help build software products for desktop and mobile based on .
Keep abreast of and evangelize industry best practices,…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BT2OLzhjCRacXMZa3KqJHKEZSZDNtn_FwKHRXo9mdek4NybPK__1tbZ1I4XXCXuK0Gmfvjq2MuBtW0M1AXznw6O3-TrcLZovfsgFQ_M4hTW8X1aFPoG-O-8QlrkU1PVRLoqT-NPCGx3xMttWpL88WR5lCygy2N0peglcNdYiKBxYpzXOoYxi0XCRcndzSu6uMe6hgf-x0wcokPniBhj484jHAFozgIDvVzEPXwhxToeVR4aht90h49FKva0Xsgx-lNRgPLO_Xf1bryRL0_ZNNPrqCEsb_7OMskPSWBMlCgnlFSkGq8tiBrWq-ym4TAgXBGiAuu-dJ6-62Bc1bfr3X-izOgC7P-L5kBBWOUe8tLajKxzU8EYoA-z38pMwS9rnphzf55ExJrrPZ2LaUL7zPKmUZk0NiZry8Zh4mDKIimcCHk57_Wnpucl2yfe4esHvqMo8G4ttngbeC45yPtsQdD&p=10&fvj=1&vjs=3
Embedded Firmware / Software Engineer,Auburn FilterSense,"Beverly, MA","Create system requirements, design plan, design specification, and software architecture taking into account performance, quality, reliability, cost, and reuse.",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dedd8zloRAY-IcT4tMrsUDTjW_C4mDtWFcVZKwAGPJXkVy7JRX9pVG4-plgCLCM1V2UHMEDFiGHzTDBCO3MycLnSVvI1giIlbqQm3grvGDprp5mnIHgNEHHvyX9HujBAum6ndEAbie_PZ5JyTtTd6OKuPYo0rPHLSGEuSXACV10vTwbvfTr4G-3k_g410wMsg2r80i8vm-BvPUVlXXH64isUVBDC3cu89yxfM4BaHLr8FAVGzlTgWnrSNexFG4jVyr0Yxa8keUYGcqR8BEARPyPM_Cpt-u6tkYTgLtUiwhAMg8NGcy08OkEhWwKAwz5PRF4jak48p6YMZhfQe1KhaFQLxCD4Fj7xtPZcnZLrZ_6ktZGzCbUXN79PDAsuxsXevoeLrETY9Ihl9zFfqgXPUVn8oWZjZREj3quY8uEl-AVb8ZyQcbBpH2o1Lfp08Z-NMGKcy6k2997KtiqE1Ap0gr5adtywJytswoWUuXDfjIKg==&p=11&fvj=1&vjs=3
Senior Software Developer,Carnegie Dartlet,"Westford, MA","Solid understanding of software development process, change management, and deployment; proficiency with GIT.
Programming in Python, Python 3, SQLAlchemy.",,25 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqiMzuvwYQHMxCMw4v-qYaEsnjziMYtvbOZxN73YZE06z3L4lnzU5BbKkj445znCKuYermY_4FVwdxh8FCIi2XELnxz-8yGY7dMEC4i5nr2iYh5Der-9sTLVvyErmtOcTerqGcusNT0DuisDD0Bg17jj2BAjkHggUfJvNOBgT-8F0yQjO6Gx0bUCXqnXmpp0UV-NZeNDFnyZji9aJwV_yAtPVBo1lKrPS3MWTx5lkkTXdal1LrVchVkKAPAM2GLUhYCu1GJOebxFj6b2eh3avByHScHmFALJT1lCNBWvNyuH_NSVg_2VGpsL7PDsLviPnl0tUL86nw3nZqRvxPm8aO2Uaq55A2sxnTRVLVWiOLHbmQfDyRDJ5l2EzfYHm0vY2P6FrKRGvEn2bOU-eTLvTawfXV-7RGFeIK-mbIBcP2exUTeyqnmLau4VbRT-dhBlOkVkeEIjKbpf47wekeuFhFhsnvSb9QASs=&p=12&fvj=1&vjs=3
Senior Software Engineer,"iSpecimen, Inc.","Boston, MA","Proven track record of delivering complex software projects on time with superior quality.
This senior full-stack developer should be comfortable with design…",,18 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CWk3zAs1yBLfl5l8HqK3Tgm7baOkZFKBMLtXxq8pPBH_mGMLf3wqOAgJ3E5n5A6SGA7U6HwUQiTDzSG0gfWU5_Wy-_jRvGkZO1Ro-1HKX8X1tY7ebDTYFiZtdhXAID_d6R9uOeHfVZKKHMyfocmM3Xe6kuxJI1CqcUzwmopxUhE8lEuSCuCN5IDrN96GG4XeT92ChjezpOYQAjp4IvS0BIFIvvxOOg8nBX4KBaQyiRnBg6gSlieDXFmPZOV_BKeFgmxfl6H4ym-aV0O7E2r5nTxeYafoTqfQ9oWxXzmncN_A1MY8KVY8MFzbngfkUZ1fhGQnrj8I0AoIrU8S_CsMYtN9krbomRnS5S6Vfr7gZe8GypreC7Vav-ToJ80CZi1zAqH_0LL_uOAzZ9qurHHP4gvwCj-jiuoSvJ8iLJw_QwT4aROae33z5muEZhoHMGEmRb_ZHHieGrnRwywIpoL6wkOTTkmoCvWvE=&p=13&fvj=1&vjs=3
Mobile Developer,connectRN,"Waltham, MA","Work with a cross-functional team of UX Designers, Product Managers and other developers.
Ability to understand the design and independently work on…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AS_1Yci_aAypJCAt_IeHsxiIt8oZjdnGZeWZ1Ju-y_hPMsJiQ_aH6EY1O_pK8N9KeVDfThnqHXszq7N9RKYpTnIBlwf0LFmALKZrK0jlu-fyFILt7CIJYUQAvjmczU_4-7SyjlI4BfMcCWprP4-C8vdOPGR_4LPhNr7eGA7n411lEY9Fo9zqRvFrLqDdRSCcRrNSrPgeVk53OZ7kV9L91x5pIWsB10Ns7WtqQ9MMeThyIzX_f3S22EaUGkknBqYPaGs84312eJPasNF2ONxQp42oJ0HYaJsGEnrNapH_-pRtl5ui8z-aw1SoYwA2qOevWh8XHVscShC1GVGJd6z0btHmgPx9f78O3g_tQjq64OWQGIyAfPAlu20R3NFHT1UlbU8VPkDgs4HyubDE6u1S11JkEH2YiaBQCF_CgcgZXm-t_fFapr0UbA4JUQnvfv78Aqf1zy3xRgxIvUC34c4J6y0I_nbD4UkL3_H1CAjPgpnR4kM-Q6BsnK53TMBuR8IyLX2hdolAWUoS5wnRYC34bPqGkHz0_kUSCmARZmd_eD3Q==&p=14&fvj=1&vjs=3
Senior Software Engineer (Full Stack),Cenergy International Services,"Boston, MA",7+ years of experience fielding software systems as a software developer and at least 3+ years of experience designing software systems as a senior software…,,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbyS3g3l0OnpNvA1X8G22NJOCiqpCoEy0AiiwsVTMfNDDiTbeXo34jSolV5HzXkeknLfI6XHZ1F__RCBTFSAJ9Kt_sGPAYP__Jt6yLWyJqHagVI8zQmWcmnvpwGYcxo6bLkVWpxL1J6wPmvYGZglFbqQhJYZLOM8K9PLVOAFACp_IbPFkcIylLOPyVXv7HA3IjcHQySCeQayZjYS99DuNDHKRK5lTM25VtpCpUZmm_06fZmSRMJAfwcSA84whX_T_-fltR0V3kbvlRAyOn8TJBEujaeHTO0tQgwEQPpyq-agYZn85_1moH5n-aQ_UILEn-U96Lxn5n4U3wbOslQJoF7TdqPOUYX_yVC_kAjjoZr8zlWlg9Q6jzcy7Wkw1h-PU9Aslj98ZcvmkqYZcrAdejAN1FN2ivN9BLgrwh0qYNIINgqE747GQMdo5E1FpQVr5uVkMQ27t6wXes1EeIiCtzGuY5BAyDzJjdYaP_ATQORQ==&p=15&fvj=1&vjs=3
Senior Software Engineer,Beacon Interactive Systems,"Waltham, MA","Utilize full-stack development skills to help build software products for desktop and mobile based on_ *.
Keep abreast of and evangelize industry best practices…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BT2OLzhjCRacXMZa3KqJHKEZSZDNtn_FwKHRXo9mdek1yGuKLrc8cJGPkIrFjaqc-UhtqOTfWYu_LobJGeixl_WJEw4h1-RL5XMTvM9tv1R5NteYqKEYsW9K1fjI0pUbNaGoZGMxqRm4ZSjGruRR1ioYfMHwpfm_I6REJqF-BhNGsTc4hQNpHN3Vz0o5cw53ISKrX4CDcXvw1xYfkYTQeShAjWiNWBVlb7OA4DSCOALe_luVaZuxqpWxdtYFDzNh3yZKwdq3V9E9lZDW80RiHl1Pazrgn5B63u93fWT0nNXbNbL7lHicQTUkiaqzx6AIZsiOQc3uHHESO1TvfkwF9KV6N-3h9vqnJTHjC1gLbfCmkYm0UoQ6mOlSPqvUaXv0UkPaPfxAsHpyHYZ3VvlGAxqA-ovGywAzURJXFpxJAdbMMelDoaPMtNWVxFlvaNnhlW4xUwolENJSmo8jAHbO9p&p=16&fvj=1&vjs=3
Etching & Deposition Software Engineer,"Silvaco, Inc.","Boston, MA","The successful candidate will be an experienced software engineer with expertise in Etching and Deposition algorithm, whereby software development experience is…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CcPmAKsHxgDC-QF_JOGOqZwRnWtKQQ7MU0Csu16av3bUso7rcKW-qSEQBeEgANuCWBQO0m36v4U72j15NDaxBUdKIcZq8vrSdBhShTBUWY9o684Qg1hzQcbH-JxX_rCuyw-KATQN4YVyU1AcFToecfAkYee3POZhPDHGRmH7MLduatKhI5Dp_8jliZ7c_rnrxE2Ws0PUL68dj1STd0OxZcnw6BGfIK7X8ZlTcg5KEfnf5RBOHvdwreH61JqUHNY-vUjAoPA1PgbEliqMZoq5nEDLuYWTgj-P4eAcIvzLeBen2KHHJdtvPV4g2X_8uFApRFNmXGLMxzChtA7IsuUq86Q_kaLxrDkZ5-EafEgqsd_8k9uqdKFEstRezZcrKM0UfLlCKK61vtEJSo1euTYAnfNc1ZtSgUD9CrW4k_eI2NSefuUz7pEPc_cEb6pMO9EZu5TeCypr-0zezmOUhS_IVVAgL31sEHSscZDhOC0K1hIg==&p=17&fvj=1&vjs=3
Senior Embedded Software Engineer (5 years exp. req.),GreenSight Agronomics,"Boston, MA","Integrate software with third party applications.
Integrate software with other Greensight services.
Operate in all stages of the software development cycle.",,4 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvzMZ-083R8z5mhLFW15xH8UQAmyX26Z5Nxi5sPIq4_Cv21bJIMITCrAcVdWqEksfQJ1ldxGTlTEfpHYKiIsNsty2HnmmbZAxIAftj6V8UHO_sgfhPXjfz4CBYFSbzFVAOmvPU247quYRMWDShlqrPQ3wb7fSbdA6IyIYrYOs79jrHcyz4j0_Sz51y83XBnMk0ulozhcXAHL-sW7VvK9HVKeaHcR6HXstWCtvKuBY9NL-7jxrEDw2TAIlIDX-rP8tNYbCJkjOHGl1HtEe7Lue2Mc3SuqPVewhbTDo8M7sPlQipUC5Pb9drcBNm6iNmtnXMvoQy7Nesm8BAbv0xYGLsozioHb4Getlp6oNdgQvJyCyNDVSsjCmfoXQ3RAG1SYVPPfrtRLVmIoz7-EdTav4x8fld3ENTTkxF9OU3YsVB6h9dpo6UeFtygj_jAHN_SmTly8NrnXxjDaNg0zhXNqQkzpMCUyMaxri0FONoIrIUUb_rUIY-3jx9ADM23e-qbeI=&p=18&fvj=1&vjs=3
Game Engine Developer,"Concurrents, Inc","Boston, MA","Strong, proven C/C++ programming and software architecture skills.
Help recruit a team of game engine programmers/engineers building a transformative software…",,21 days ago,"https://www.indeed.com/company/Concurrents,-Inc/jobs/Game-Engine-Developer-52a58963beb6dab4?fccid=9fff8f0147312ed5&vjs=3"
"Senior Software Engineer, Catalog",Brightcove,"Boston, MA","You understand the principles of software craftsmanship.
You understand the basics of scalable SaaS systems and have experience developing and deploying highly…",,30+ days ago,https://www.indeed.com/rc/clk?jk=49eb2ac2d97a5dbc&fccid=2d526a795fbd0182&vjs=3
Site Reliability Engineer - Core Infrastructure (Remote Eligible - Americas),Spotify,"Boston, MA","As an SRE you will combine software and systems engineering to build and run large-scale, distributed, fault-tolerant systems with a focus on optimizing systems…",,30+ days ago,https://www.indeed.com/rc/clk?jk=bb802cf1e0f5914a&fccid=fe404d18bb9eef1e&vjs=3
Senior Software Engineer,Schneider Electric,"Andover, MA","Enhance and sustain the software platform, which contains a mix of enterprise Java and lower-level C libraries down to kernel space.",,30+ days ago,https://www.indeed.com/rc/clk?jk=3d84029e0d84a154&fccid=8dc4399ddb463d4a&vjs=3
Senior Software Engineer - Front End - Boston Hub,Veeva Systems,"Boston, MA","Participate in all aspects of the software development life cycle.
Decompose existing software systems while working with and influencing others to improve…",,25 days ago,https://www.indeed.com/rc/clk?jk=8609fb221aacf5f2&fccid=353eb997fc901045&vjs=3
Senior Software Engineer - Pet Profiles,Chewy,"Boston, MA","The ideal candidate will build new features and lead our backend development efforts.
The role will have high visibility in the technology & business…",,14 days ago,https://www.indeed.com/rc/clk?jk=da1275bb4088f310&fccid=b6add0e6a71f1008&vjs=3
"Senior Software Engineer, Finance Engineering",Wayfair,"Boston, MA",You will collaborate with other senior engineers at Wayfair to bring the best software development and coding practices to Finance.,,2 days ago,https://www.indeed.com/rc/clk?jk=015029933a2be1ac&fccid=95485c6456ed2114&vjs=3
Sr. Java Developer : 274172,CorTech,"Boston, MA","The role requires strong experience to design & develop complex software systems using Java tech stack.
Design, Develop, Deploy, Validate & Support with all…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ATCZlh4at3dJuJ3v9QYE_c1VOYF6jG6qQshNoY64OlFFfJ6Ge9uDdKR0eBZRtmvOWE6fW7UcT0-stM1QJwsKBMoLdluCxBf-LLSTZq_v91GN92rubaPuil603MTSewEuv1Di-TzKqV8Cljfq8lZtbeW_D2b1vOEPMGlutQhtDyQ7xfc23XHB2UzbYrYIZJXv42hCnGXTLoj8fsJFr9meevlHte5kGJxFPJsJnGPPB0O2Tz5w6V1e9PIaM-J2jB5UioNC9TDT7KIScKsw7Ordt4YoPA0tWDnvLsQZVUaTkY_6ZF9cO_50wC_iifNj71Rf2tgGStZFudQP6h0907yOER0DyHyCACAAzOWxZsf1druFubsS5DiWwTUBZuMR0O7L8SRgfUpCGeI08qfEZkK2rUqw6W-nNutiDkYGInE8O31JJxF65DTUhuPkpxRS1wjQ95TLxlH7KgY0IB2YBkLTZr6bKWFGGTMQtKisrVK1F_EU8Be_PJTpliqH80c3-u006uXOjluyVJTHtD-jukUvIL561QbpOk9vpcuRPtjwyAjwPV1n_ndTqm7AsuNs8DKBMqS2x9zSVZjPOBZDouNCyZBlegOf0L8LaDC2N4QHFdS0LXYl9agP31ScwMk3Pc-qM=&p=7&fvj=0&vjs=3
Cloud Engineer,LeanIX GmbH,"Boston, MA","Solid understanding of modern software development practices (e.g. Microservices, Containers, Infrastructure as Code).",,13 days ago,https://www.indeed.com/rc/clk?jk=16da58123c06cde8&fccid=1f3bb0e0bb051fb4&vjs=3
Java Developer II,Bright Horizons Family Solutions,"Newton, MA","Three years of experience monitoring security and performance of software.
Develop new software using Java technologies, MVC Framework, and REST web services;",,11 days ago,https://www.indeed.com/rc/clk?jk=56b62780fa7154a3&fccid=f88ce7308732d284&vjs=3
"Senior Software Engineer, Conversations",HubSpot,"Cambridge, MA",We're looking for talented software engineers to work with us on building a multi-channel communication platform that enables teams to communicate with…,,30+ days ago,https://www.indeed.com/rc/clk?jk=48dc793c42375362&fccid=21bb811abc2058c6&vjs=3
QA Engineer/Software Engineer in Test,NetApp,"Waltham, MA","Deep enterprise software testing experience and a continuous-improvement mindset.
Leading teams in software test planning, automation, documentation and process…",,30+ days ago,https://www.indeed.com/rc/clk?jk=6062a2f536ad216f&fccid=77cec2f25f9bd7ed&vjs=3
Senior Software Engineer II,Everbridge,"Burlington, MA","Scrum team member and software leader that ensures the timely completion of projects with good quality.
Work with fellow developers and along-side product…",,8 days ago,https://www.indeed.com/rc/clk?jk=e6d07b276824ade5&fccid=988d72635eb868b4&vjs=3
Back End Engineer,Sensor Tower,"Boston, MA","3+ years of experience as a software engineer.
Strong foundation in programming, algorithms, and software application design.",,Today,https://www.indeed.com/rc/clk?jk=7f0f610d0b3e2362&fccid=c659788ec6cc356e&vjs=3
"Senior Software Engineer, Profiles",Harvard University,"Boston, MA","Participate fully in software development life cycle.
This position will be responsible for software architecture and programming for data visualization and…",,Today,https://www.indeed.com/rc/clk?jk=52acc628b2e01aaa&fccid=5507a64404691526&vjs=3
